COUNTRY	INDUSTRY	YEAR	Nominal Value Added	Real Value Added	Employment	Total Hours	Total Labor Cost	National Currency per US dollar	Consumer Price Index (2010=100)	
SWE	28	1970						0.193	13.688	
SWE	28	1971						0.195	14.701	
SWE	28	1972						0.210	15.584	
SWE	28	1973						0.229	16.631	
SWE	28	1974						0.225	18.279	
SWE	28	1975						0.241	20.067	
SWE	28	1976						0.230	22.123	
SWE	28	1977						0.223	24.655	
SWE	28	1978						0.221	27.119	
SWE	28	1979						0.233	29.074	
SWE	28	1980	"12,634"		109	165		0.236	33.059	
SWE	28	1981	"13,545"	"33,777"	107	160		0.197	37.061	
SWE	28	1982	"14,210"	"32,608"	102	154		0.159	40.244	
SWE	28	1983	"16,903"	"36,392"	99	153		0.130	43.815	
SWE	28	1984	"20,098"	"41,276"	99	156		0.121	47.339	
SWE	28	1985	"21,954"	"43,546"	102	160		0.116	50.829	
SWE	28	1986	"23,226"	"43,271"	106	160		0.140	52.983	
SWE	28	1987	"24,207"	"42,583"	103	159		0.158	55.202	
SWE	28	1988	"25,269"	"43,064"	105	166		0.163	58.417	
SWE	28	1989	"28,705"	"45,679"	113	166		0.155	62.181	
SWE	28	1990	"30,132"	"44,165"	105	166		0.169	68.627	
SWE	28	1991	"29,018"	"39,281"	98	155		0.165	75.109	
SWE	28	1992	"27,526"	"36,048"	90	144		0.172	76.892	
SWE	28	1993	"26,217"	"33,915"	82	135	"16,949"	0.128	80.528	
SWE	28	1994	"32,559"	"40,780"	84	146	"18,856"	0.130	82.266	
SWE	28	1995	"38,179"	"47,175"	89	160	"20,862"	0.140	84.285	
SWE	28	1996	"39,284"	"45,885"	87	158	"21,885"	0.149	84.735	
SWE	28	1997	"40,685"	"47,045"	88	156	"23,027"	0.131	85.293	
SWE	28	1998	"42,200"	"48,782"	91	157	"22,734"	0.126	85.065	
SWE	28	1999	"41,844"	"47,626"	90	157	"23,603"	0.121	85.458	
SWE	28	2000	"45,062"	"52,209"	89	157	"25,018"	0.109	86.226	
SWE	28	2001	"51,555"	"59,257"	92	160	"26,977"	0.097	88.301	
SWE	28	2002	"54,299"	"61,401"	91	158	"28,064"	0.103	90.207	
SWE	28	2003	"54,056"	"61,455"	91	156	"28,776"	0.124	91.944	
SWE	28	2004	"53,509"	"65,166"	87	158	"30,109"	0.136	92.287	
SWE	28	2005	"58,504"	"70,504"	88	159	"31,183"	0.134	92.706	
SWE	28	2006	"65,333"	"76,551"	89	157	"32,339"	0.136	93.967	
SWE	28	2007	"71,615"	"83,913"	94	164	"36,195"	0.148	96.045	
SWE	28	2008	"69,279"	"78,118"	94	162	"37,174"	0.152	99.347	
SWE	28	2009	"47,583"	"46,168"	81	140	"32,754"	0.131	98.855	
SWE	28	2010	"68,758"	"68,758"	80	141	"32,645"	0.139	100.000	
SWE	28	2011	"77,412"	"78,968"	82	146	"35,398"	0.154	102.961	
SWE	28	2012	"72,607"	"71,109"	80	139	"35,405"	0.148	103.876	
SWE	28	2013	"66,734"	"63,338"	78	135	"35,550"	0.154	103.830	
SWE	28	2014	"64,589"	"58,909"	75	131	"35,237"	0.146	103.643	
SWE	28	2015	"71,462"	"64,074"	74	129	"35,615"	0.119	103.595	
SWE	28	2016						0.117	104.615	
SWE	28	2017						0.117	106.492	
SWE	28	2018								
SWE	29-30	1950						0.193	5.888	
SWE	29-30	1951						0.193	6.885	
SWE	29-30	1952						0.193	7.383	
SWE	29-30	1953						0.193	7.428	
SWE	29-30	1954						0.193	7.473	
SWE	29-30	1955						0.193	7.677	
SWE	29-30	1956						0.193	8.057	
SWE	29-30	1957						0.193	8.405	
SWE	29-30	1958						0.193	8.774	
SWE	29-30	1959						0.193	8.845	
SWE	29-30	1960						0.193	9.211	
SWE	29-30	1961						0.193	9.410	
SWE	29-30	1962						0.193	9.858	
SWE	29-30	1963						0.193	10.141	
SWE	29-30	1964						0.193	10.485	
SWE	29-30	1965						0.193	11.010	
SWE	29-30	1966						0.193	11.716	
SWE	29-30	1967						0.193	12.218	
SWE	29-30	1968						0.193	12.456	
SWE	29-30	1969						0.193	12.791	
SWE	29-30	1970						0.193	13.688	
SWE	29-30	1971						0.195	14.701	
SWE	29-30	1972						0.210	15.584	
SWE	29-30	1973						0.229	16.631	
SWE	29-30	1974						0.225	18.279	
SWE	29-30	1975						0.241	20.067	
SWE	29-30	1976						0.230	22.123	
SWE	29-30	1977						0.223	24.655	
SWE	29-30	1978						0.221	27.119	
SWE	29-30	1979						0.233	29.074	
SWE	29-30	1980	"12,860"		104	165		0.236	33.059	
SWE	29-30	1981	"15,080"	"35,853"	104	165		0.197	37.061	
SWE	29-30	1982	"17,161"	"36,808"	104	166		0.159	40.244	
SWE	29-30	1983	"19,256"	"36,338"	101	161		0.130	43.815	
SWE	29-30	1984	"23,671"	"37,440"	102	169		0.121	47.339	
SWE	29-30	1985	"26,768"	"37,064"	107	180		0.116	50.829	
SWE	29-30	1986	"27,377"	"38,854"	112	175		0.140	52.983	
SWE	29-30	1987	"31,052"	"38,732"	115	182		0.158	55.202	
SWE	29-30	1988	"32,215"	"37,131"	118	184		0.163	58.417	
SWE	29-30	1989	"33,293"	"35,847"	111	171		0.155	62.181	
SWE	29-30	1990	"32,696"	"34,228"	107	167		0.169	68.627	
SWE	29-30	1991	"32,268"	"31,033"	99	155		0.165	75.109	
SWE	29-30	1992	"33,579"	"29,926"	90	147		0.172	76.892	
SWE	29-30	1993	"34,901"	"29,272"	81	136	"18,828"	0.128	80.528	
SWE	29-30	1994	"42,543"	"35,858"	81	139	"19,924"	0.130	82.266	
SWE	29-30	1995	"48,330"	"41,819"	87	156	"22,677"	0.140	84.285	
SWE	29-30	1996	"47,604"	"40,813"	88	156	"24,119"	0.149	84.735	
SWE	29-30	1997	"52,132"	"44,376"	86	153	"25,096"	0.131	85.293	
SWE	29-30	1998	"56,105"	"49,429"	93	163	"26,171"	0.126	85.065	
SWE	29-30	1999	"62,600"	"56,134"	93	166	"27,397"	0.121	85.458	
SWE	29-30	2000	"71,023"	"65,101"	94	169	"29,451"	0.109	86.226	
SWE	29-30	2001	"62,528"	"57,978"	94	165	"29,978"	0.097	88.301	
SWE	29-30	2002	"61,785"	"60,898"	94	162	"31,237"	0.103	90.207	
SWE	29-30	2003	"69,424"	"69,334"	96	165	"33,399"	0.124	91.944	
SWE	29-30	2004	"71,390"	"78,487"	95	167	"34,986"	0.136	92.287	
SWE	29-30	2005	"68,345"	"78,691"	95	166	"35,994"	0.134	92.706	
SWE	29-30	2006	"72,325"	"81,389"	93	164	"36,958"	0.136	93.967	
SWE	29-30	2007	"76,633"	"88,317"	94	161	"39,246"	0.148	96.045	
SWE	29-30	2008	"76,420"	"88,390"	92	163	"41,964"	0.152	99.347	
SWE	29-30	2009	"53,798"	"53,728"	77	132	"36,119"	0.131	98.855	
SWE	29-30	2010	"81,543"	"81,543"	76	136	"36,700"	0.139	100.000	
SWE	29-30	2011	"81,602"	"82,236"	80	140	"39,024"	0.154	102.961	
SWE	29-30	2012	"73,242"	"69,760"	76	127	"38,958"	0.148	103.876	
SWE	29-30	2013	"76,008"	"73,005"	77	129	"40,580"	0.154	103.830	
SWE	29-30	2014	"83,297"	"77,164"	78	132	"42,549"	0.146	103.643	
SWE	29-30	2015	"111,647"	"96,846"	79	135	"44,383"	0.119	103.595	
SWE	29-30	2016						0.117	104.615	
SWE	29-30	2017						0.117	106.492	
SWE	29-30	2018								
SWE	29	1950						0.193	5.888	
SWE	29	1951						0.193	6.885	
SWE	29	1952						0.193	7.383	
SWE	29	1953						0.193	7.428	
SWE	29	1954						0.193	7.473	
SWE	29	1955						0.193	7.677	
SWE	29	1956						0.193	8.057	
SWE	29	1957						0.193	8.405	
SWE	29	1958						0.193	8.774	
SWE	29	1959						0.193	8.845	
SWE	29	1960						0.193	9.211	
SWE	29	1961						0.193	9.410	
SWE	29	1962						0.193	9.858	
SWE	29	1963						0.193	10.141	
SWE	29	1964						0.193	10.485	
SWE	29	1965						0.193	11.010	
SWE	29	1966						0.193	11.716	
SWE	29	1967						0.193	12.218	
SWE	29	1968						0.193	12.456	
SWE	29	1969						0.193	12.791	
SWE	29	1970						0.193	13.688	
SWE	29	1971						0.195	14.701	
SWE	29	1972						0.210	15.584	
SWE	29	1973						0.229	16.631	
SWE	29	1974						0.225	18.279	
SWE	29	1975						0.241	20.067	
SWE	29	1976						0.230	22.123	
SWE	29	1977						0.223	24.655	
SWE	29	1978						0.221	27.119	
SWE	29	1979						0.233	29.074	
SWE	29	1980	"8,786"		82	129		0.236	33.059	
SWE	29	1981	"10,220"	"19,467"	82	129		0.197	37.061	
SWE	29	1982	"11,754"	"20,346"	82	130		0.159	40.244	
SWE	29	1983	"14,041"	"21,979"	80	126		0.130	43.815	
SWE	29	1984	"18,391"	"24,867"	80	132		0.121	47.339	
SWE	29	1985	"20,473"	"23,800"	85	141		0.116	50.829	
SWE	29	1986	"20,735"	"24,805"	88	137		0.140	52.983	
SWE	29	1987	"24,468"	"26,186"	91	143		0.158	55.202	
SWE	29	1988	"25,747"	"25,621"	93	144		0.163	58.417	
SWE	29	1989	"26,582"	"24,742"	88	134		0.155	62.181	
SWE	29	1990	"24,366"	"21,162"	85	131		0.169	68.627	
SWE	29	1991	"23,804"	"18,839"	78	120		0.165	75.109	
SWE	29	1992	"24,666"	"17,960"	71	114		0.172	76.892	
SWE	29	1993	"26,081"	"17,269"	64	105	"14,748"	0.128	80.528	
SWE	29	1994	"33,951"	"23,015"	65	109	"15,788"	0.130	82.266	
SWE	29	1995	"38,831"	"27,124"	71	125	"18,302"	0.140	84.285	
SWE	29	1996	"38,394"	"26,967"	71	125	"19,382"	0.149	84.735	
SWE	29	1997	"41,641"	"29,387"	70	123	"20,108"	0.131	85.293	
SWE	29	1998	"45,035"	"33,225"	76	133	"21,233"	0.126	85.065	
SWE	29	1999	"51,731"	"39,317"	77	137	"22,471"	0.121	85.458	
SWE	29	2000	"59,270"	"46,971"	78	140	"24,196"	0.109	86.226	
SWE	29	2001	"49,010"	"40,244"	78	136	"24,415"	0.097	88.301	
SWE	29	2002	"48,001"	"42,693"	78	134	"25,482"	0.103	90.207	
SWE	29	2003	"55,150"	"49,919"	80	136	"27,270"	0.124	91.944	
SWE	29	2004	"57,697"	"58,405"	80	139	"28,805"	0.136	92.287	
SWE	29	2005	"53,892"	"58,163"	79	138	"29,556"	0.134	92.706	
SWE	29	2006	"57,061"	"60,257"	78	135	"30,314"	0.136	93.967	
SWE	29	2007	"60,726"	"66,330"	79	133	"32,350"	0.148	96.045	
SWE	29	2008	"60,246"	"67,048"	77	134	"34,608"	0.152	99.347	
SWE	29	2009	"34,227"	"33,683"	61	101	"28,356"	0.131	98.855	
SWE	29	2010	"62,872"	"62,872"	61	107	"28,933"	0.139	100.000	
SWE	29	2011	"62,681"	"63,122"	65	110	"31,194"	0.154	102.961	
SWE	29	2012	"54,911"	"52,376"	61	99	"30,621"	0.148	103.876	
SWE	29	2013	"56,161"	"54,731"	62	101	"32,033"	0.154	103.830	
SWE	29	2014	"61,890"	"58,423"	63	103	"33,575"	0.146	103.643	
SWE	29	2015	"87,192"	"77,905"	63	106	"35,119"	0.119	103.595	
SWE	29	2016						0.117	104.615	
SWE	29	2017						0.117	106.492	
SWE	29	2018								
SWE	30	1950						0.193	5.888	
SWE	30	1951						0.193	6.885	
SWE	30	1952						0.193	7.383	
SWE	30	1953						0.193	7.428	
SWE	30	1954						0.193	7.473	
SWE	30	1955						0.193	7.677	
SWE	30	1956						0.193	8.057	
SWE	30	1957						0.193	8.405	
SWE	30	1958						0.193	8.774	
SWE	30	1959						0.193	8.845	
SWE	30	1960						0.193	9.211	
SWE	30	1961						0.193	9.410	
SWE	30	1962						0.193	9.858	
SWE	30	1963						0.193	10.141	
SWE	30	1964						0.193	10.485	
SWE	30	1965						0.193	11.010	
SWE	30	1966						0.193	11.716	
SWE	30	1967						0.193	12.218	
SWE	30	1968						0.193	12.456	
SWE	30	1969						0.193	12.791	
SWE	30	1970						0.193	13.688	
SWE	30	1971						0.195	14.701	
SWE	30	1972						0.210	15.584	
SWE	30	1973						0.229	16.631	
SWE	30	1974						0.225	18.279	
SWE	30	1975						0.241	20.067	
SWE	30	1976						0.230	22.123	
SWE	30	1977						0.223	24.655	
SWE	30	1978						0.221	27.119	
SWE	30	1979						0.233	29.074	
SWE	30	1980	"4,074"		22	37		0.236	33.059	
SWE	30	1981	"4,860"	"24,168"	22	37		0.197	37.061	
SWE	30	1982	"5,407"	"24,149"	22	37		0.159	40.244	
SWE	30	1983	"5,215"	"22,038"	21	36		0.130	43.815	
SWE	30	1984	"5,280"	"20,432"	21	38		0.121	47.339	
SWE	30	1985	"6,295"	"23,028"	22	39		0.116	50.829	
SWE	30	1986	"6,642"	"22,543"	23	38		0.140	52.983	
SWE	30	1987	"6,584"	"21,329"	24	39		0.158	55.202	
SWE	30	1988	"6,468"	"20,152"	25	40		0.163	58.417	
SWE	30	1989	"6,711"	"19,069"	23	38		0.155	62.181	
SWE	30	1990	"8,330"	"21,833"	22	37		0.169	68.627	
SWE	30	1991	"8,464"	"20,619"	21	35		0.165	75.109	
SWE	30	1992	"8,913"	"20,899"	19	33		0.172	76.892	
SWE	30	1993	"8,820"	"18,658"	17	31	"4,080"	0.128	80.528	
SWE	30	1994	"8,592"	"16,911"	16	29	"4,136"	0.130	82.266	
SWE	30	1995	"9,499"	"18,901"	16	31	"4,375"	0.140	84.285	
SWE	30	1996	"9,210"	"17,035"	17	31	"4,737"	0.149	84.735	
SWE	30	1997	"10,491"	"18,350"	16	30	"4,988"	0.131	85.293	
SWE	30	1998	"11,070"	"19,221"	17	31	"4,938"	0.126	85.065	
SWE	30	1999	"10,869"	"18,098"	16	29	"4,926"	0.121	85.458	
SWE	30	2000	"11,753"	"17,980"	16	29	"5,255"	0.109	86.226	
SWE	30	2001	"13,518"	"19,077"	16	29	"5,563"	0.097	88.301	
SWE	30	2002	"13,784"	"19,313"	16	28	"5,755"	0.103	90.207	
SWE	30	2003	"14,274"	"19,923"	16	29	"6,129"	0.124	91.944	
SWE	30	2004	"13,693"	"19,630"	15	28	"6,181"	0.136	92.287	
SWE	30	2005	"14,453"	"20,239"	16	28	"6,438"	0.134	92.706	
SWE	30	2006	"15,264"	"20,803"	15	29	"6,644"	0.136	93.967	
SWE	30	2007	"15,907"	"21,355"	15	28	"6,895"	0.148	96.045	
SWE	30	2008	"16,174"	"20,558"	15	30	"7,356"	0.152	99.347	
SWE	30	2009	"19,571"	"20,573"	16	30	"7,764"	0.131	98.855	
SWE	30	2010	"18,671"	"18,671"	15	30	"7,767"	0.139	100.000	
SWE	30	2011	"18,921"	"19,114"	15	30	"7,830"	0.154	102.961	
SWE	30	2012	"18,331"	"17,388"	15	29	"8,337"	0.148	103.876	
SWE	30	2013	"19,847"	"18,278"	15	28	"8,547"	0.154	103.830	
SWE	30	2014	"21,407"	"18,777"	15	29	"8,974"	0.146	103.643	
SWE	30	2015	"24,455"	"19,310"	16	29	"9,264"	0.119	103.595	
SWE	30	2016						0.117	104.615	
SWE	30	2017						0.117	106.492	
SWE	30	2018								
SWE	31-33	1950						0.193	5.888	
SWE	31-33	1951						0.193	6.885	
SWE	31-33	1952						0.193	7.383	
SWE	31-33	1953						0.193	7.428	
SWE	31-33	1954						0.193	7.473	
SWE	31-33	1955						0.193	7.677	
SWE	31-33	1956						0.193	8.057	
SWE	31-33	1957						0.193	8.405	
SWE	31-33	1958						0.193	8.774	
SWE	31-33	1959						0.193	8.845	
SWE	31-33	1960						0.193	9.211	
SWE	31-33	1961						0.193	9.410	
SWE	31-33	1962						0.193	9.858	
SWE	31-33	1963						0.193	10.141	
SWE	31-33	1964						0.193	10.485	
SWE	31-33	1965						0.193	11.010	
SWE	31-33	1966						0.193	11.716	
SWE	31-33	1967						0.193	12.218	
SWE	31-33	1968						0.193	12.456	
SWE	31-33	1969						0.193	12.791	
SWE	31-33	1970						0.193	13.688	
SWE	31-33	1971						0.195	14.701	
SWE	31-33	1972						0.210	15.584	
SWE	31-33	1973						0.229	16.631	
SWE	31-33	1974						0.225	18.279	
SWE	31-33	1975						0.241	20.067	
SWE	31-33	1976						0.230	22.123	
SWE	31-33	1977						0.223	24.655	
SWE	31-33	1978						0.221	27.119	
SWE	31-33	1979						0.233	29.074	
SWE	31-33	1980	"5,030"		53	91		0.236	33.059	
SWE	31-33	1981	"5,739"	"17,167"	52	88		0.197	37.061	
SWE	31-33	1982	"6,354"	"18,083"	51	86		0.159	40.244	
SWE	31-33	1983	"6,618"	"17,500"	51	87		0.130	43.815	
SWE	31-33	1984	"7,620"	"18,556"	51	88		0.121	47.339	
SWE	31-33	1985	"9,726"	"20,789"	53	89		0.116	50.829	
SWE	31-33	1986	"10,844"	"21,148"	54	91		0.140	52.983	
SWE	31-33	1987	"11,399"	"21,004"	55	94		0.158	55.202	
SWE	31-33	1988	"11,592"	"21,179"	56	95		0.163	58.417	
SWE	31-33	1989	"12,572"	"21,918"	56	94		0.155	62.181	
SWE	31-33	1990	"14,849"	"22,920"	56	96		0.169	68.627	
SWE	31-33	1991	"15,483"	"20,919"	54	91		0.165	75.109	
SWE	31-33	1992	"15,574"	"20,425"	51	85		0.172	76.892	
SWE	31-33	1993	"15,806"	"20,130"	48	82	"10,169"	0.128	80.528	
SWE	31-33	1994	"18,307"	"22,594"	49	88	"11,146"	0.130	82.266	
SWE	31-33	1995	"21,195"	"24,714"	54	98	"12,672"	0.140	84.285	
SWE	31-33	1996	"21,630"	"23,497"	53	99	"13,465"	0.149	84.735	
SWE	31-33	1997	"21,953"	"24,110"	53	95	"13,768"	0.131	85.293	
SWE	31-33	1998	"23,507"	"25,923"	54	98	"14,129"	0.126	85.065	
SWE	31-33	1999	"24,291"	"26,916"	53	99	"14,483"	0.121	85.458	
SWE	31-33	2000	"25,427"	"28,745"	54	100	"15,719"	0.109	86.226	
SWE	31-33	2001	"27,599"	"29,722"	57	105	"17,366"	0.097	88.301	
SWE	31-33	2002	"28,776"	"29,747"	56	101	"17,820"	0.103	90.207	
SWE	31-33	2003	"29,511"	"29,788"	57	100	"18,539"	0.124	91.944	
SWE	31-33	2004	"29,142"	"30,625"	53	95	"18,146"	0.136	92.287	
SWE	31-33	2005	"30,180"	"31,350"	53	93	"18,130"	0.134	92.706	
SWE	31-33	2006	"33,302"	"35,024"	52	93	"18,793"	0.136	93.967	
SWE	31-33	2007	"35,765"	"38,389"	53	96	"20,496"	0.148	96.045	
SWE	31-33	2008	"34,777"	"35,668"	55	96	"21,248"	0.152	99.347	
SWE	31-33	2009	"32,839"	"31,779"	51	89	"20,696"	0.131	98.855	
SWE	31-33	2010	"31,794"	"31,794"	49	88	"20,109"	0.139	100.000	
SWE	31-33	2011	"32,102"	"31,721"	51	91	"20,937"	0.154	102.961	
SWE	31-33	2012	"31,927"	"29,622"	50	88	"21,119"	0.148	103.876	
SWE	31-33	2013	"29,532"	"27,174"	47	85	"20,417"	0.154	103.830	
SWE	31-33	2014	"30,748"	"28,330"	47	81	"20,308"	0.146	103.643	
SWE	31-33	2015	"30,736"	"27,967"	46	81	"20,486"	0.119	103.595	
SWE	31-33	2016						0.117	104.615	
SWE	31-33	2017						0.117	106.492	
SWE	31-33	2018								
SWE	31-32	1950						0.193	5.888	
SWE	31-32	1951						0.193	6.885	
SWE	31-32	1952						0.193	7.383	
SWE	31-32	1953						0.193	7.428	
SWE	31-32	1954						0.193	7.473	
SWE	31-32	1955						0.193	7.677	
SWE	31-32	1956						0.193	8.057	
SWE	31-32	1957						0.193	8.405	
SWE	31-32	1958						0.193	8.774	
SWE	31-32	1959						0.193	8.845	
SWE	31-32	1960						0.193	9.211	
SWE	31-32	1961						0.193	9.410	
SWE	31-32	1962						0.193	9.858	
SWE	31-32	1963						0.193	10.141	
SWE	31-32	1964						0.193	10.485	
SWE	31-32	1965						0.193	11.010	
SWE	31-32	1966						0.193	11.716	
SWE	31-32	1967						0.193	12.218	
SWE	31-32	1968						0.193	12.456	
SWE	31-32	1969						0.193	12.791	
SWE	31-32	1970						0.193	13.688	
SWE	31-32	1971						0.195	14.701	
SWE	31-32	1972						0.210	15.584	
SWE	31-32	1973						0.229	16.631	
SWE	31-32	1974						0.225	18.279	
SWE	31-32	1975						0.241	20.067	
SWE	31-32	1976						0.230	22.123	
SWE	31-32	1977						0.223	24.655	
SWE	31-32	1978						0.221	27.119	
SWE	31-32	1979						0.233	29.074	
SWE	31-32	1980	"2,275"					0.236	33.059	
SWE	31-32	1981	"2,612"	"6,747"				0.197	37.061	
SWE	31-32	1982	"2,934"	"7,580"				0.159	40.244	
SWE	31-32	1983	"3,008"	"7,133"				0.130	43.815	
SWE	31-32	1984	"3,682"	"8,007"				0.121	47.339	
SWE	31-32	1985	"5,209"	"9,613"				0.116	50.829	
SWE	31-32	1986	"6,087"	"10,263"				0.140	52.983	
SWE	31-32	1987	"6,492"	"10,385"				0.158	55.202	
SWE	31-32	1988	"6,575"	"10,568"				0.163	58.417	
SWE	31-32	1989	"7,100"	"11,056"				0.155	62.181	
SWE	31-32	1990	"8,585"	"11,564"				0.169	68.627	
SWE	31-32	1991	"9,325"	"10,812"				0.165	75.109	
SWE	31-32	1992	"9,375"	"10,507"				0.172	76.892	
SWE	31-32	1993	"9,599"	"10,507"	29	49	"5,900"	0.128	80.528	
SWE	31-32	1994	"11,043"	"12,104"	30	52	"6,460"	0.130	82.266	
SWE	31-32	1995	"12,888"	"13,269"	33	60	"7,460"	0.140	84.285	
SWE	31-32	1996	"13,478"	"12,849"	32	60	"7,892"	0.149	84.735	
SWE	31-32	1997	"13,652"	"13,191"	32	57	"7,926"	0.131	85.293	
SWE	31-32	1998	"15,116"	"14,786"	33	60	"8,361"	0.126	85.065	
SWE	31-32	1999	"15,681"	"15,680"	32	60	"8,407"	0.121	85.458	
SWE	31-32	2000	"16,553"	"17,163"	33	62	"9,426"	0.109	86.226	
SWE	31-32	2001	"17,669"	"17,406"	35	66	"10,506"	0.097	88.301	
SWE	31-32	2002	"18,221"	"17,288"	34	63	"10,718"	0.103	90.207	
SWE	31-32	2003	"18,954"	"17,445"	35	62	"11,195"	0.124	91.944	
SWE	31-32	2004	"19,024"	"18,327"	32	58	"10,668"	0.136	92.287	
SWE	31-32	2005	"19,372"	"18,602"	32	56	"10,550"	0.134	92.706	
SWE	31-32	2006	"21,299"	"21,186"	32	56	"10,934"	0.136	93.967	
SWE	31-32	2007	"22,265"	"23,524"	32	58	"11,914"	0.148	96.045	
SWE	31-32	2008	"21,632"	"22,031"	33	57	"12,220"	0.152	99.347	
SWE	31-32	2009	"20,531"	"20,085"	31	54	"12,070"	0.131	98.855	
SWE	31-32	2010	"20,305"	"20,305"	30	54	"12,073"	0.139	100.000	
SWE	31-32	2011	"20,810"	"20,778"	31	55	"12,460"	0.154	102.961	
SWE	31-32	2012	"20,274"	"19,002"	30	52	"12,309"	0.148	103.876	
SWE	31-32	2013	"18,699"	"17,387"	28	49	"11,862"	0.154	103.830	
SWE	31-32	2014	"19,867"	"18,659"	28	48	"12,051"	0.146	103.643	
SWE	31-32	2015	"19,618"	"18,368"	27	47	"11,861"	0.119	103.595	
SWE	31-32	2016						0.117	104.615	
SWE	31-32	2017						0.117	106.492	
SWE	31-32	2018								
SWE	31	1950						0.193	5.888	
SWE	31	1951						0.193	6.885	
SWE	31	1952						0.193	7.383	
SWE	31	1953						0.193	7.428	
SWE	31	1954						0.193	7.473	
SWE	31	1955						0.193	7.677	
SWE	31	1956						0.193	8.057	
SWE	31	1957						0.193	8.405	
SWE	31	1958						0.193	8.774	
SWE	31	1959						0.193	8.845	
SWE	31	1960						0.193	9.211	
SWE	31	1961						0.193	9.410	
SWE	31	1962						0.193	9.858	
SWE	31	1963						0.193	10.141	
SWE	31	1964						0.193	10.485	
SWE	31	1965						0.193	11.010	
SWE	31	1966						0.193	11.716	
SWE	31	1967						0.193	12.218	
SWE	31	1968						0.193	12.456	
SWE	31	1969						0.193	12.791	
SWE	31	1970						0.193	13.688	
SWE	31	1971						0.195	14.701	
SWE	31	1972						0.210	15.584	
SWE	31	1973						0.229	16.631	
SWE	31	1974						0.225	18.279	
SWE	31	1975						0.241	20.067	
SWE	31	1976						0.230	22.123	
SWE	31	1977						0.223	24.655	
SWE	31	1978						0.221	27.119	
SWE	31	1979						0.233	29.074	
SWE	31	1980						0.236	33.059	
SWE	31	1981						0.197	37.061	
SWE	31	1982						0.159	40.244	
SWE	31	1983						0.130	43.815	
SWE	31	1984						0.121	47.339	
SWE	31	1985						0.116	50.829	
SWE	31	1986						0.140	52.983	
SWE	31	1987						0.158	55.202	
SWE	31	1988						0.163	58.417	
SWE	31	1989						0.155	62.181	
SWE	31	1990						0.169	68.627	
SWE	31	1991						0.165	75.109	
SWE	31	1992						0.172	76.892	
SWE	31	1993						0.128	80.528	
SWE	31	1994						0.130	82.266	
SWE	31	1995						0.140	84.285	
SWE	31	1996						0.149	84.735	
SWE	31	1997						0.131	85.293	
SWE	31	1998						0.126	85.065	
SWE	31	1999						0.121	85.458	
SWE	31	2000						0.109	86.226	
SWE	31	2001						0.097	88.301	
SWE	31	2002						0.103	90.207	
SWE	31	2003						0.124	91.944	
SWE	31	2004						0.136	92.287	
SWE	31	2005						0.134	92.706	
SWE	31	2006						0.136	93.967	
SWE	31	2007						0.148	96.045	
SWE	31	2008						0.152	99.347	
SWE	31	2009						0.131	98.855	
SWE	31	2010						0.139	100.000	
SWE	31	2011						0.154	102.961	
SWE	31	2012						0.148	103.876	
SWE	31	2013						0.154	103.830	
SWE	31	2014						0.146	103.643	
SWE	31	2015						0.119	103.595	
SWE	31	2016						0.117	104.615	
SWE	31	2017						0.117	106.492	
SWE	31	2018								
SWE	32	1950						0.193	5.888	
SWE	32	1951						0.193	6.885	
SWE	32	1952						0.193	7.383	
SWE	32	1953						0.193	7.428	
SWE	32	1954						0.193	7.473	
SWE	32	1955						0.193	7.677	
SWE	32	1956						0.193	8.057	
SWE	32	1957						0.193	8.405	
SWE	32	1958						0.193	8.774	
SWE	32	1959						0.193	8.845	
SWE	32	1960						0.193	9.211	
SWE	32	1961						0.193	9.410	
SWE	32	1962						0.193	9.858	
SWE	32	1963						0.193	10.141	
SWE	32	1964						0.193	10.485	
SWE	32	1965						0.193	11.010	
SWE	32	1966						0.193	11.716	
SWE	32	1967						0.193	12.218	
SWE	32	1968						0.193	12.456	
SWE	32	1969						0.193	12.791	
SWE	32	1970						0.193	13.688	
SWE	32	1971						0.195	14.701	
SWE	32	1972						0.210	15.584	
SWE	32	1973						0.229	16.631	
SWE	32	1974						0.225	18.279	
SWE	32	1975						0.241	20.067	
SWE	32	1976						0.230	22.123	
SWE	32	1977						0.223	24.655	
SWE	32	1978						0.221	27.119	
SWE	32	1979						0.233	29.074	
SWE	32	1980						0.236	33.059	
SWE	32	1981						0.197	37.061	
SWE	32	1982						0.159	40.244	
SWE	32	1983						0.130	43.815	
SWE	32	1984						0.121	47.339	
SWE	32	1985						0.116	50.829	
SWE	32	1986						0.140	52.983	
SWE	32	1987						0.158	55.202	
SWE	32	1988						0.163	58.417	
SWE	32	1989						0.155	62.181	
SWE	32	1990						0.169	68.627	
SWE	32	1991						0.165	75.109	
SWE	32	1992						0.172	76.892	
SWE	32	1993						0.128	80.528	
SWE	32	1994						0.130	82.266	
SWE	32	1995						0.140	84.285	
SWE	32	1996						0.149	84.735	
SWE	32	1997						0.131	85.293	
SWE	32	1998						0.126	85.065	
SWE	32	1999						0.121	85.458	
SWE	32	2000						0.109	86.226	
SWE	32	2001						0.097	88.301	
SWE	32	2002						0.103	90.207	
SWE	32	2003						0.124	91.944	
SWE	32	2004						0.136	92.287	
SWE	32	2005						0.134	92.706	
SWE	32	2006						0.136	93.967	
