CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
DEU.3.0.0.415.PLCDQ;Germany ("linked");07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of the former EU-15: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;285.9726052;294.6690582;294.2032322;289.6147259;281.1316159;280.3553045;279.5958343;271.4828764;266.7986414;264.7999322;277.6627400;278.3147096;274.7844819;272.4367960;255.8048534;223.8896123;206.2025720;192.8440287;182.5627109;172.7715643;163.4217754;153.0352282;145.4912960;137.0979105;131.6213772;127.3586822;125.9847778;125.6192751;122.3029884;117.5989699;113.2109807;110.9401912;114.4559131;116.1331950;117.1502890;118.2513413;116.2107748;113.2570444;112.9704435;111.8438148;110.9419999;107.6458231;105.9318156;104.7663131;102.7352439;100.2301712;96.1861230;93.6458975;92.5981999;94.9962756;94.2516291;93.7893226;95.2939018;96.2817886;97.4711997;100.0000000;100.2971191;100.8452300;102.3897994;103.8636704;102.4754067;NA;NA;NA
IRL.3.0.0.415.PLCDQ;Ireland;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of the former EU-15: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;90.2056970;88.5659302;89.7671379;89.0494879;95.0979553;93.1293572;94.9363606;94.3912096;94.8521305;97.6162080;100.7180599;103.7268819;105.0716713;111.5860041;108.2248119;105.7250292;113.0242300;112.9629714;115.2123944;125.0006429;128.7589696;133.1364724;139.6798532;148.1436573;147.8563970;146.6929035;148.9713039;146.4959434;145.8740573;139.0650729;131.9365227;127.5894018;128.4019483;131.0309380;131.4907259;126.1268380;124.9084562;123.9654162;130.7945766;129.5749652;131.2582853;135.3813046;133.7800436;137.8671910;138.6585353;142.8550037;146.4964585;150.4926464;157.5343108;144.7088787;133.4021684;128.4749128;127.2443902;125.6264678;119.0325740;100.0000000;102.9805513;99.1464317;94.1320147;93.2155522;83.6919961;NA;NA;NA                
GRC.3.0.0.415.PLCDQ;Greece;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of the former EU-15: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;14.2388122;12.6138098;12.6708754;11.5128518;11.3798870;10.9523945;11.0061624;11.0370912;10.9058599;10.2899589;9.4532517;8.7400753;8.4263726;8.4845669;9.4954358;9.3216072;10.0511431;11.0867273;11.9202722;13.2088010;13.7518978;16.2640216;19.3024389;22.6628634;25.7285341;29.9249010;32.2846737;35.6305018;40.7382805;46.9181161;53.0310166;55.3818177;59.5640161;65.3551729;72.5123285;79.6712032;82.6743296;88.9985950;94.6500339;96.2923065;96.4266206;96.0684610;102.7012831;103.5781269;104.3107777;112.1615149;110.2333232;111.2615660;113.2118162;115.8411772;115.8640566;118.5067329;115.3114565;106.1969119;103.9609378;100.0000000;99.0740208;98.1755814;95.1155558;92.7936492;95.1891671;NA;NA;NA                                                        
ESP.3.0.0.415.PLCDQ;Spain;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of the former EU-15: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;30.8923138;29.9264970;30.4281504;32.7215673;33.9585037;35.5635785;37.6900933;40.8807379;41.0028122;40.6523285;39.6199785;39.9949713;40.9752902;42.2533630;42.4460578;43.3151772;47.0117420;53.0785382;59.6784937;64.4223351;64.1509054;65.5473304;67.5020184;71.1425888;72.2048796;73.0698441;76.4765531;78.8732902;81.4426476;83.1365420;86.6701749;89.2489865;92.8945254;95.4110702;96.2846480;97.1772725;97.8379020;99.8142414;101.6848916;101.9949845;103.2085207;102.8778575;103.7910285;103.5677499;105.8733160;107.3825350;109.8467835;111.9702842;114.9183539;111.3045145;110.7842436;108.2893252;103.5514128;101.0207781;100.3319839;100.0000000;97.9596490;97.3871733;96.8886364;97.9336105;98.5311873;NA;NA;NA                                               
FRA.3.0.0.415.PLCDQ;France;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of the former EU-15: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;111.0923142;112.4948728;112.9761209;115.6372351;115.2708855;112.2203175;108.6668457;108.6987073;114.2742337;116.0529718;112.8904640;110.1139061;109.3015643;107.4674349;106.5492264;109.0118519;111.3091163;111.8550212;112.7838199;114.1173524;115.0475169;117.5925721;122.1255932;125.6650682;127.4604681;126.8968990;124.6227798;122.1355285;119.3704685;116.3088208;113.0794841;109.7045417;106.0975374;104.8862690;104.0334778;103.0694600;102.1572871;101.0089248;100.2182705;99.1300497;98.6475550;98.4471210;99.1424637;98.9164329;98.4395939;99.0922310;99.7102815;99.3349084;98.5338283;97.4725701;99.2750587;99.6641190;99.9653345;99.9596021;100.1963761;100.0000000;99.6979740;99.5987957;98.1980755;95.0457570;94.1461345;NA;NA;NA                       
ITA.3.0.0.415.PLCDQ;Italy;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of the former EU-15: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;32.5401249;30.9813396;31.0693256;33.2550814;34.4500734;33.4051076;31.7183370;31.5450098;30.6603134;29.7724395;29.9875075;31.1115107;30.8799242;32.0629334;33.5412478;36.0061073;38.4602227;42.6493941;45.2339133;48.4907508;52.4571012;58.7217087;64.0476167;70.5739772;73.7831330;77.0241648;78.3657845;80.0040027;82.4767666;84.3827584;87.8439688;90.5702892;89.8186721;89.0113660;89.2259785;88.8842446;92.8537711;95.0359876;92.3787738;92.3560484;91.2028499;92.0679310;93.7555969;95.9308933;97.5728117;98.5117401;99.9290394;100.1713074;100.7041443;100.4881400;101.0943788;101.0636899;100.4906443;99.8696345;99.4359605;100.0000000;99.3172851;98.2234816;98.1447362;97.2207550;93.9939903;NA;NA;NA                                                          
LUX.3.0.0.415.PLCDQ;Luxembourg;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of the former EU-15: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;75.8603836;78.1777508;78.9300902;80.9260731;80.7363420;79.5237819;79.4496627;81.3822111;84.3491064;85.4801193;84.2471112;84.9859371;87.5908619;88.2512880;87.2192819;90.8896469;92.0780371;92.5388237;97.2791680;97.0609439;97.2669728;98.5140252;100.0000000;97.7899157;102.0516860;104.4344734;104.4841063;103.4742654;NA;NA;NA                                                                                                                                                                                                                                                                                                                               
NLD.3.0.0.415.PLCDQ;Netherlands;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of the former EU-15: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;134.2319689;136.1929606;136.5170023;140.5747936;149.4283217;152.9582351;159.7721879;161.9851743;162.9753295;169.7369756;168.2555522;171.0857647;174.1758229;176.3793912;173.8860087;170.8424700;168.0350101;165.6316155;163.4211337;160.6769704;151.6418703;143.9415013;140.8010979;133.6395464;125.2332372;122.0310432;119.4525799;117.6819339;114.1545519;108.3813029;104.3672829;102.7484733;102.3860673;101.3958456;101.2777589;99.8134845;98.4146540;98.8706283;99.8481081;99.8978036;101.4989825;101.9089058;104.7657362;105.1227043;104.0878186;102.4465527;101.5814685;101.9573086;101.9790953;102.8606020;102.1218008;102.7128273;103.3140191;102.3953334;101.8482025;100.0000000;99.8244975;99.3222209;99.4488623;100.1985072;103.2611453;NA;NA;NA      
AUT.3.0.0.415.PLCDQ;Austria;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of the former EU-15: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;174.8905976;175.7604409;177.0259713;173.7594959;172.5592530;174.2968797;171.3608479;175.6295912;174.4208674;171.1395426;159.0557962;158.7231462;156.9454813;158.5654128;153.1603559;149.3233949;144.2814315;138.2806942;140.9286855;131.9280708;124.9967168;122.7499618;116.8839722;111.9271203;113.2802723;112.1995968;111.5467686;110.3602168;108.4334467;107.1483557;104.9827543;104.3727156;103.7424874;104.3820442;106.0105508;104.5311729;102.3973378;101.5250513;101.4404847;99.8568376;98.3983021;97.5343115;95.8874901;95.2089303;94.4825755;94.4839886;95.3328721;95.0366000;95.3184379;95.3619896;96.1159913;96.2311255;96.8601289;97.7834402;99.1804987;100.0000000;100.6165556;100.7021679;100.5071366;100.6370454;102.9321433;NA;NA;NA                  
PRT.3.0.0.415.PLCDQ;Portugal;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of the former EU-15: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;20.3196455;20.3568207;18.6376123;18.8112652;18.7999117;18.3689365;18.6272192;20.0933802;20.1820828;20.9988147;20.5207888;19.5968757;19.4282760;20.1145858;22.0201164;25.3410698;26.6040031;27.6071694;27.7094336;28.1766493;29.7297977;32.5353608;35.8903541;39.7690705;43.7789610;50.7447857;55.8213666;59.5601366;63.7355691;69.3773914;72.3836599;79.7590688;86.4188769;89.0663421;91.6629996;96.3873579;99.0013568;102.0551890;105.3473167;106.3900963;109.1217177;110.9680729;111.9717807;113.0212407;112.2435220;114.1342040;112.9113705;111.5460585;110.1741056;109.1877612;108.5290328;106.0707513;101.5533149;101.9803089;100.3083166;100.0000000;100.1307391;101.3958601;102.8651946;103.5360695;107.3154259;NA;NA;NA                                      
FIN.3.0.0.415.PLCDQ;Finland;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of the former EU-15: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;78.9773823;77.0688949;77.7799209;80.8140926;85.3782212;85.6052708;86.3150172;88.9083481;92.8678018;88.6321801;85.2325698;87.8747929;88.3516786;92.0870221;96.4278356;98.5665785;103.1077744;100.9758664;95.4485260;94.1519186;93.8194773;98.3698769;98.4935939;100.1281046;103.3383982;106.2606954;106.3213980;108.0931616;109.1378839;110.7587958;113.0242382;114.6451465;108.2909321;101.0133083;98.8502455;99.0188421;97.7675579;95.7142587;96.7077338;96.0445279;94.4951403;94.6027748;93.8204556;92.1587418;91.4323577;92.2803566;92.4851478;90.8650321;92.7480494;95.9649268;95.1208508;96.7583670;99.3369929;99.3416323;99.5575550;100.0000000;97.3838414;93.3409597;93.6825573;93.3059888;89.3775552;NA;NA;NA                                                 
SWE.3.0.0.415.PLCDQ;Sweden;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of the former EU-15: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;81.8918975;80.7339109;81.7881736;81.5167035;80.8828672;81.3346501;83.6017936;85.2547655;86.4056638;85.3961940;81.2002495;80.7504918;80.4600875;76.0421835;73.1788371;72.4455476;77.9729839;82.3320531;84.0129244;82.3579935;80.3231320;79.5246210;78.4354041;78.9042620;79.6539699;82.3380021;83.9273679;84.6523206;87.3703235;92.1772823;98.8523463;99.8710458;97.8564013;95.8327947;97.6821712;96.1787465;98.9237658;99.6328057;94.8752091;94.8192544;97.7898941;100.3726888;99.2642711;97.8448433;96.1095698;95.3004619;94.4568951;96.8220811;98.3098249;98.2002492;96.3426292;97.8565963;100.0342232;100.2805677;100.7232566;100.0000000;101.4753578;102.7793629;104.1869544;103.4815261;102.6699268;NA;NA;NA                                                      
GBR.3.0.0.415.PLCDQ;United Kingdom;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of the former EU-15: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;51.6550446;52.0887532;51.8112209;49.2448350;48.4438441;48.9688246;49.3897914;49.0160212;48.3954778;48.9382445;49.6606294;48.7334357;49.4735514;49.1444823;53.1024236;61.8632624;62.5879524;62.0759665;63.5591099;66.5469004;73.5666495;74.3250642;71.8432829;70.1955599;71.4229100;71.5119241;72.4113962;72.3903805;75.2718346;80.4909891;84.2923827;86.6927361;85.3453236;83.6332684;81.1179155;81.9121579;82.1396115;83.9205841;84.9395223;87.6988640;88.9801411;90.5134727;89.1485665;89.7405021;92.9878642;94.3024211;97.6208912;99.9795898;97.6668580;97.2129249;99.3943725;99.6661234;98.3947073;99.7419566;99.4729799;100.0000000;101.3013090;102.5915799;102.8052811;104.3945492;112.4047723;NA;NA;NA                                                  
BEL.3.0.0.424.PLCDQ;Belgium;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.1466657;105.1973464;103.6399390;103.4958852;102.7462638;101.0318655;102.4188791;102.9845986;101.7561600;99.9712917;99.5590350;100.3526707;99.9727746;101.7311764;100.6949335;100.4021281;102.2550240;102.9817631;103.2316744;101.8780854;100.0000000;99.2129347;99.9295359;98.9666306;97.9968075;NA;NA;NA;NA                                                                                                                                                                                      
DNK.3.0.0.424.PLCDQ;Denmark;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;93.9585901;94.2826940;94.1604656;96.1853201;96.1180004;94.4236489;96.0418088;97.7633256;98.2545640;97.4894890;98.6089663;99.0943851;101.9277426;103.8484505;104.5380055;104.2088451;102.8716447;101.4136637;100.4659169;100.0377725;100.0000000;98.4187571;97.6176292;96.1595708;94.7232839;NA;NA;NA;NA                                                                                                                                                                                               
DEU.3.0.0.424.PLCDQ;Germany ("linked");07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;123.8176475;120.9904712;116.4126553;114.2884709;112.4853395;111.0902270;107.6431390;106.3805097;105.5920475;103.7705649;101.4652972;97.3717222;94.7964591;93.9893142;97.0234717;96.2470735;95.4091221;96.9086483;97.9430010;98.3782212;100.0000000;99.8569240;100.0377239;100.9707332;101.7380907;NA;NA;NA;NA                                                                                                                                                                              
IRL.3.0.0.424.PLCDQ;Ireland;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;126.9654750;125.6365709;123.9323102;129.6640914;128.4140813;129.6558483;133.7197830;132.9330014;137.5383886;138.2738738;142.3805737;145.3468768;148.8458233;156.3028502;145.7303823;134.4952178;128.9708749;128.0456358;126.6912980;119.5007764;100.0000000;102.8639457;98.7057799;93.6419115;92.6154219;NA;NA;NA;NA                                                                                                                                                                                  
GRC.3.0.0.424.PLCDQ;Greece;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94.3373264;96.5031787;101.4642776;105.0216867;105.2342276;104.2731368;102.1113949;108.5320220;109.0048478;109.6648995;117.8401797;115.3109135;115.9272209;117.7910294;120.9340306;120.5270179;122.6787193;118.7999566;109.2133572;105.2990040;100.0000000;97.7830318;96.4947651;92.4540803;88.9981263;NA;NA;NA;NA                                                                                                                                                                                      
ESP.3.0.0.424.PLCDQ;Spain;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;103.5131978;103.7225119;104.7246671;105.4034234;105.0541915;105.7253830;104.7269306;105.6651603;105.4386845;107.7194582;109.1899513;111.3227628;113.1283132;116.0571347;112.9512283;112.2501434;109.3590832;104.5871819;102.1057945;100.8598694;100.0000000;97.5526496;96.7255997;95.7704916;96.2345116;NA;NA;NA;NA                                                                                                                                                                                     
FRA.3.0.0.424.PLCDQ;France;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.9222763;105.6692498;103.4631008;101.5087662;100.0535507;99.1339586;98.6420644;99.6294803;99.6376479;99.2092013;99.8406563;100.1205237;99.5314305;98.9203569;98.6589443;100.3493092;100.3568309;100.8060599;100.9761194;100.6640007;100.0000000;99.3666495;99.0189262;97.3304184;93.9105090;NA;NA;NA;NA                                                                                                                                                                                             
ITA.3.0.0.424.PLCDQ;Italy;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;95.7935075;99.1071780;99.7303351;95.4439881;94.7133723;93.0448640;93.3991951;95.1873490;97.4784151;99.1019967;100.0127322;101.0340901;100.9835110;101.6164481;102.1737629;102.6400033;102.1629777;101.6574081;101.1659452;100.0623905;100.0000000;98.8555684;97.5077526;96.9845876;95.5610942;NA;NA;NA;NA                                                                                                                                                                                               
LUX.3.0.0.424.PLCDQ;Luxembourg;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81.9367988;83.7516803;82.9146480;81.0275206;80.6893780;82.4561845;85.2942546;86.4706205;85.2779278;86.0423906;88.6619197;89.1631709;87.9612698;91.5947636;93.0451824;93.4332522;97.9856409;97.7095362;97.9211451;98.7887705;100.0000000;97.6080736;101.7318657;103.9024307;103.6786696;NA;NA;NA;NA                                                                                                                                                                                                 
NLD.3.0.0.424.PLCDQ;Netherlands;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;103.5535677;101.7151248;101.3665077;101.4470209;101.1038317;102.4165104;102.5909456;105.5802014;106.0569622;105.0289689;103.3739207;102.2530012;102.4157385;102.5023797;103.8946254;103.0651550;103.3505835;103.9943924;103.1515920;102.2081601;100.0000000;99.5620087;98.8990212;98.7155049;99.0679897;NA;NA;NA;NA                                                                                                                                                                               
AUT.3.0.0.424.PLCDQ;Austria;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;108.8639068;106.1820950;104.2327052;103.0086820;100.8838070;99.1478306;97.9775478;96.4364482;95.9079913;95.2468102;95.2560775;95.8572474;95.3666959;95.7499154;96.3511044;97.0397787;96.8641771;97.5665066;98.5828334;99.5660820;100.0000000;100.3377059;100.2407903;99.8208579;99.6187593;NA;NA;NA;NA                                                                                                                                                                                                
PRT.3.0.0.424.PLCDQ;Portugal;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;98.8566241;101.3776194;104.0167332;106.6846427;107.5592122;110.0761306;111.7635296;112.9515550;114.1339301;113.3293353;115.2171878;113.7392689;112.1615345;110.9109969;110.4224819;109.6729320;106.8914653;102.3223988;102.7827539;100.7007114;100.0000000;99.8899884;100.9535023;102.1282926;102.4740949;NA;NA;NA;NA                                                                                                                                                                                
FIN.3.0.0.424.PLCDQ;Finland;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;103.4565597;101.9107271;98.8114011;98.5893118;97.4453172;95.4377913;95.2491683;94.8140487;93.4090957;92.6825581;93.4849930;93.3053286;91.4102749;93.3435435;97.3585421;96.3800213;97.5764743;100.2907995;100.3948780;100.0448011;100.0000000;97.0999887;92.8648975;92.8659466;92.1007974;NA;NA;NA;NA                                                                                                                                                                                                  
SWE.3.0.0.424.PLCDQ;Sweden;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;103.2277818;105.8327346;105.4263607;98.9437142;98.3126138;100.7093852;102.9744581;102.2827504;101.2069510;99.3742698;98.3530215;96.7424948;98.4788720;99.7640047;100.4629325;98.2213752;99.0435172;101.2248145;101.3299113;101.1867847;100.0000000;101.2615467;102.3308639;103.2899217;102.0483770;NA;NA;NA;NA                                                                                                                                                                                         
GBR.3.0.0.424.PLCDQ;United Kingdom;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;86.0296082;85.9574313;86.6780264;86.4355927;88.7013860;89.4835994;90.8469498;90.0183082;90.9515193;93.9937114;95.2122059;97.9354976;99.8956272;97.9771051;98.7092784;100.6449035;100.4108550;99.3894472;100.8617848;100.1196009;100.0000000;101.0521715;101.9023558;101.6388698;102.5973355;NA;NA;NA;NA                                                                                                                                                                                        
TUR.3.0.0.424.PLCDQ;Turkey;07 Nominal unit labour costs, total economy;Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.);(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.9011006;3.4903350;6.4982210;11.1931702;17.6541916;23.1547649;33.2788811;42.8858813;51.3726065;52.5759623;52.9832076;55.0496402;57.7045397;62.1803035;67.0392869;71.6585660;74.5439314;80.9714133;83.6599758;92.2130972;100.0000000;117.9102591;122.3461811;138.7449796;161.3803768;NA;NA;NA;NA                                                                                                                                                                                                       
